category	path	line	source_line	bypass_risk
lf_generation	Relico/Correctness/DetailedBoundPayloadObservableWeakExecution.lean	10	paper-level generated-LF observable.	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadObservableWeakExecution.lean	70	Internal source `tau`, target `tau`, and generated-LF microstep administration	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadObservableWeakExecution.lean	235	Source `tau`, target `tau`, and generated-LF `microstepAdvance` disappear.	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadObservableWeakExecution.lean	359	detailed generated-LF bound-payload executions.	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadPhaseWeakBisimulation.lean	10	and its generated LF payload reaction.	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadRuntimeInvariant.lean	4	import Relico.LF.BoundPayloadRuntimeInvariant	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadRuntimeInvariantPreservation.lean	166	A corresponding generated-LF payload statement step preserves the target	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadRuntimeInvariantPreservation.lean	310	One generated-LF payload dispatch preserves the target runtime invariant.	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadRuntimeInvariantPreservation.lean	408	- a corresponding generated-LF statement step exists;	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadStateCorrespondence.lean	3	import Relico.LF.DetailedBoundPayloadSemantics	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadStateCorrespondence.lean	45	generated-LF states.	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadWeakFoundation.lean	4	import Relico.LF.DetailedBoundPayloadWeakSemantics	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadWeakFoundation.lean	12	Correspondence between detailed parameter-aware source and generated-LF	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadWeakFoundation.lean	15	Generated-LF microstep administration corresponds to source stuttering and is	candidate
lf_generation	Relico/Correctness/DetailedExecutableTranslation.lean	13	returned generated-LF program has a corresponding finite weak execution from	candidate
lf_generation	Relico/Correctness/DetailedExecutableTranslation.lean	102	For every exact finite generated-LF detailed execution from startup entry,	candidate
lf_generation	Relico/Correctness/DetailedFiniteWeakExecution.lean	10	given generated-LF detailed state.	candidate
lf_generation	Relico/Correctness/DetailedFiniteWeakExecution.lean	82	The phase-specific premise needed to match one exact detailed generated-LF	candidate
lf_generation	Relico/Correctness/DetailedFiniteWeakExecution.lean	172	to one generated-LF weak match.	candidate
lf_generation	Relico/Correctness/DetailedFiniteWeakExecution.lean	438	The phase-indexed interface lifts any phase-compatible exact generated-LF	candidate
lf_generation	Relico/Correctness/DetailedFiniteWeakExecution.lean	909	Compatibility evidence indexed by an exact finite generated-LF detailed-label	candidate
lf_generation	Relico/Correctness/DetailedFiniteWeakExecution.lean	987	Compatibility for one concrete exact finite generated-LF detailed execution.	candidate
lf_generation	Relico/Correctness/DetailedFiniteWeakExecution.lean	1023	The constructed generated-LF execution is weak. Representative weak labels	candidate
lf_generation	Relico/Correctness/DetailedFiniteWeakExecution.lean	1173	Conditional finite backward correspondence for exact detailed generated-LF	candidate
lf_generation	Relico/Correctness/DetailedForwardWeakSimulation.lean	10	generated-LF label.	candidate
lf_generation	Relico/Correctness/DetailedForwardWeakSimulation.lean	82	- the generated-LF weak label;	candidate
lf_generation	Relico/Correctness/DetailedForwardWeakSimulation.lean	83	- the generated-LF destination state;	candidate
lf_generation	Relico/Correctness/DetailedForwardWeakSimulation.lean	84	- the weak generated-LF execution;	candidate
lf_generation	Relico/Correctness/DetailedForwardWeakSimulation.lean	846	Every concrete forward match contains a generated-LF destination state that	candidate
lf_generation	Relico/Correctness/DetailedInitialFiniteWeakExecution.lean	11	The source model and its executable generated-LF program begin in corresponding	candidate
lf_generation	Relico/Correctness/DetailedInitialFiniteWeakExecution.lean	58	Every executable generated-LF multi-store program begins in the canonical	candidate
lf_generation	Relico/Correctness/DetailedInvariantCarryingFiniteWeakExecution.lean	10	invariant-carrying generated-LF weak match.	candidate
lf_generation	Relico/Correctness/DetailedInvariantCarryingFiniteWeakExecution.lean	167	invariant-carrying DTR weak match for each exact generated-LF step.	candidate
lf_generation	Relico/Correctness/DetailedMultiStoreRefinement.lean	2	import Relico.LF.DetailedMultiStoreSemantics	candidate
lf_generation	Relico/Correctness/DetailedMultiStoreRefinement.lean	222	Every executable generated-LF statement step is one internal detailed	candidate
lf_generation	Relico/Correctness/DetailedMultiStoreRefinement.lean	252	A future generated-LF macro dispatch whose destination microstep is zero	candidate
lf_generation	Relico/Correctness/DetailedMultiStoreRefinement.lean	305	A future generated-LF macro dispatch with a positive destination microstep	candidate
lf_generation	Relico/Correctness/DetailedMultiStoreRefinement.lean	372	A same-metric-time generated-LF macro dispatch at a later microstep refines to	candidate
lf_generation	Relico/Correctness/DetailedMultiStoreRefinement.lean	425	A generated-LF macro dispatch at the current complete tag refines directly to	candidate
lf_generation	Relico/Correctness/DetailedMultiStoreRefinement.lean	471	A generated-LF macro dispatch preserves complete-tag order.	candidate
lf_generation	Relico/Correctness/DetailedMultiStoreRefinement.lean	508	At equal metric time, a generated-LF macro dispatch cannot move to an earlier	candidate
lf_generation	Relico/Correctness/DetailedMultiStoreRefinement.lean	557	Every generated-LF macro dispatch has a finite detailed execution.	candidate
lf_generation	Relico/Correctness/DetailedObservableWeakExecution.lean	2	import Relico.LF.DetailedWeakExecution	candidate
lf_generation	Relico/Correctness/DetailedObservableWeakExecution.lean	12	paper-level generated-LF observable.	candidate
lf_generation	Relico/Correctness/DetailedPriorityRuntimeInvariant.lean	14	Full generated-LF timing invariant for the positive-delay,	candidate
lf_generation	Relico/Correctness/DetailedPriorityRuntimeInvariant.lean	67	One generated-LF multi-store machine step preserves current-microstep zero	candidate
lf_generation	Relico/Correctness/DetailedPriorityRuntimeInvariant.lean	148	One corresponding generated-LF machine step preserves the full target	candidate
lf_generation	Relico/Correctness/DetailedRuntimeInvariants.lean	50	Canonical target invariant for detailed generated-LF executions in the	candidate
lf_generation	Relico/Correctness/DetailedStateCorrespondence.lean	59	Phase-aware correspondence between detailed DTR and generated-LF states.	candidate
lf_generation	Relico/Correctness/DetailedStateCorrespondence.lean	415	Construct correspondence after the generated-LF internal microstep phase of a	candidate
lf_generation	Relico/Correctness/DetailedWeakFoundation.lean	3	import Relico.LF.DetailedWeakSemantics	candidate
lf_generation	Relico/Correctness/DirectLFBackwardDispatchRuntime.lean	4	Ordinary backward dispatch simulation for the direct DTR-to-generated-LF	candidate
lf_generation	Relico/Correctness/DirectLFBackwardDispatchRuntime.lean	7	A concrete generated-LF dispatch reconstructs the corresponding ordinary DTR	candidate
lf_generation	Relico/Correctness/DirectLFBackwardDispatchRuntime.lean	28	import Relico.LF.MultiStoreDispatchSemantics	candidate
lf_generation	Relico/Correctness/DirectLFBackwardDispatchRuntime.lean	52	One ordinary generated-LF dispatch reconstructs the corresponding ordinary	candidate
lf_generation	Relico/Correctness/DirectLFBackwardDispatchRuntime.lean	57	1. inverts membership in the generated LF reaction list;	candidate
lf_generation	Relico/Correctness/DirectLFBagQueueCorrespondence.lean	5	pending-message bag and the generated LF pending-action collection.	candidate
lf_generation	Relico/Correctness/DirectLFBagQueueCorrespondence.lean	21	bag and the generated LF pending-action collection.	candidate
lf_generation	Relico/Correctness/DirectLFDetailedBackwardWeakSimulation.lean	11	The proposition packages a DTR weak transition matching one generated-LF	candidate
lf_generation	Relico/Correctness/DirectLFDetailedBackwardWeakSimulation.lean	45	Backward weak simulation for one generated-LF statement transition.	candidate
lf_generation	Relico/Correctness/DirectLFDetailedBackwardWeakSimulation.lean	353	The generated-LF dispatch is reconstructed as a source dispatch. DTR then	candidate
lf_generation	Relico/Correctness/DirectLFDetailedBackwardWeakSimulation.lean	863	to the generated-LF destination state.	candidate
lf_generation	Relico/Correctness/DirectLFDetailedFiniteWeakExecution.lean	2	import Relico.LF.DetailedWeakExecution	candidate
lf_generation	Relico/Correctness/DirectLFDetailedFiniteWeakExecution.lean	12	ordinary generated-LF detailed semantics.	candidate
lf_generation	Relico/Correctness/DirectLFDetailedFiniteWeakExecution.lean	76	Phase-specific premise for matching one exact generated-LF detailed step with a	candidate
lf_generation	Relico/Correctness/DirectLFDetailedFiniteWeakExecution.lean	422	The phase-indexed interface lifts any phase-compatible exact generated-LF	candidate
lf_generation	Relico/Correctness/DirectLFDetailedFiniteWeakExecution.lean	788	execution and a finite generated-LF weak execution.	candidate
lf_generation	Relico/Correctness/DirectLFDetailedFiniteWeakExecution.lean	880	weak generated-LF match.	candidate
lf_generation	Relico/Correctness/DirectLFDetailedFiniteWeakExecution.lean	979	Compatibility evidence indexed by an exact finite generated-LF detailed-label	candidate
lf_generation	Relico/Correctness/DirectLFDetailedFiniteWeakExecution.lean	1057	Compatibility for one exact finite generated-LF detailed execution.	candidate
lf_generation	Relico/Correctness/DirectLFDetailedFiniteWeakExecution.lean	1094	The generated-LF execution is weak, representative labels correspond	candidate
lf_generation	Relico/Correctness/DirectLFDetailedFiniteWeakExecution.lean	1227	Conditional finite backward correspondence for an exact generated-LF detailed	candidate
lf_generation	Relico/Correctness/DirectLFDetailedForwardWeakSimulation.lean	10	generated-LF label.	candidate
lf_generation	Relico/Correctness/DirectLFDetailedForwardWeakSimulation.lean	82	- the generated-LF weak label;	candidate
lf_generation	Relico/Correctness/DirectLFDetailedForwardWeakSimulation.lean	83	- the generated-LF destination state;	candidate
lf_generation	Relico/Correctness/DirectLFDetailedForwardWeakSimulation.lean	84	- the weak generated-LF execution;	candidate
lf_generation	Relico/Correctness/DirectLFDetailedForwardWeakSimulation.lean	877	Every DirectLF runtime forward match contains a generated-LF destination state that	candidate
lf_generation	Relico/Correctness/DirectLFDetailedObservableWeakExecution.lean	10	paper-level generated-LF observable in the DirectLF runtime model.	candidate
lf_generation	Relico/Correctness/DirectLFDetailedObservableWeakExecution.lean	63	DTR statement execution, generated-LF statement execution, and generated-LF	candidate
lf_generation	Relico/Correctness/DirectLFDetailedObservableWeakExecution.lean	355	generated-LF DirectLF executions.	candidate
lf_generation	Relico/Correctness/DirectLFDetailedRuntimeStateCorrespondence.lean	4	Ordinary phase-aware state correspondence for the direct DTR-to-generated-LF	candidate
lf_generation	Relico/Correctness/DirectLFDetailedRuntimeStateCorrespondence.lean	30	Correspondence between a DTR message server and the generated LF reaction	candidate
lf_generation	Relico/Correctness/DirectLFDispatchSelection.lean	160	Synchronize source occurrence removal with generated-LF eligibility.	candidate
lf_generation	Relico/Correctness/DirectLFForwardDispatchRuntime.lean	4	Ordinary forward dispatch simulation for the direct DTR-to-generated-LF	candidate
lf_generation	Relico/Correctness/DirectLFForwardDispatchRuntime.lean	7	A concrete DTR dispatch is matched by a concrete generated-LF dispatch of the	candidate
